排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 (萬元),2日 增減 (萬元),3日 增減 (萬元),5日 增減 (萬元),10日 增減 (萬元),1個月 增減 (萬元),3個月 增減 (萬元),半年 增減 (萬元),1年 增減 (萬元),今年 增減 (萬元)
1,6669,緯穎,2340.0,-150.0,-6.02,09/08,133702.0,289356.0,470383.0,771496,991801.0,884803.0,550380.0,1935570.0,3713835.0,2699596.0
2,3231,緯創,186.5,-10.5,-5.33,09/08,320678.0,364089.0,375546.0,454837,734400.0,1036310.0,2049734.0,1218313.0,2901647.0,2181788.0
3,6488,環球晶,955.0,-16.0,-1.65,09/08,58356.0,118069.0,190371.0,346952,875458.0,1282649.0,814675.0,28009.0,-234136.0,398112.0
4,8996,高力,1225.0,-15.0,-1.21,09/08,14487.0,102839.0,176649.0,276154,523971.0,742327.0,753691.0,768394.0,607990.0,747041.0
5,2449,京元電子,268.5,-4.5,-1.65,09/08,26465.0,43257.0,95661.0,270115,414354.0,898101.0,510329.0,1354302.0,1453186.0,1373542.0
6,2481,強茂,152.5,-5.5,-3.48,09/08,47655.0,54869.0,150632.0,196429,162288.0,221784.0,165156.0,138942.0,82942.0,-55574.0
7,2454,聯發科,4710.0,-50.0,-1.05,09/08,10455.0,20854.0,-7800.0,178928,351964.0,1130883.0,1322090.0,929333.0,684401.0,447084.0
8,5289,宜鼎,1370.0,-35.0,-2.49,09/08,48389.0,73057.0,100768.0,159775,144586.0,110400.0,-92858.0,309544.0,242952.0,234893.0
9,6510,精測,3620.0,150.0,4.32,09/08,21597.0,65289.0,120970.0,158979,168036.0,162575.0,162128.0,643.0,-78758.0,-100098.0
10,2376,技嘉,357.0,-7.5,-2.06,09/08,44429.0,74809.0,113262.0,155033,64503.0,-48986.0,79162.0,-107034.0,818702.0,514796.0
11,8299,群聯,2085.0,-10.0,-0.48,09/08,17084.0,48191.0,64619.0,140063,897290.0,1878183.0,1877670.0,3604770.0,3970471.0,3960346.0
12,3036,文曄,189.5,-3.0,-1.56,09/08,152.0,11247.0,29114.0,131403,268427.0,392411.0,491007.0,1161822.0,1554888.0,1330235.0
13,2881,富邦金,149.0,-0.5,-0.33,09/08,30721.0,81317.0,100601.0,121608,216655.0,237821.0,-302466.0,-1468271.0,-1934179.0,-1495032.0
14,2887,台新新光金,42.8,1.7,4.14,09/08,35248.0,81824.0,118249.0,121419,204004.0,272697.0,549366.0,930863.0,1033364.0,723281.0
15,8039,台虹,294.5,-32.5,-9.94,09/08,7647.0,8034.0,36598.0,102898,150330.0,288878.0,267727.0,308401.0,243298.0,283842.0
16,6257,矽格,209.0,-4.0,-1.88,09/08,28394.0,35980.0,55192.0,100214,143191.0,161583.0,38660.0,-56513.0,28503.0,-13056.0
17,6446,藥華藥,1405.0,80.0,6.04,09/08,10959.0,26475.0,70006.0,87203,206636.0,153388.0,272644.0,175784.0,-378571.0,-293745.0
18,8021,尖點,450.0,-12.0,-2.6,09/08,13567.0,10942.0,35927.0,84369,106810.0,120196.0,236958.0,126848.0,53396.0,75509.0
19,2313,華通,231.0,-9.0,-3.75,09/08,27090.0,82913.0,91333.0,79153,75440.0,106531.0,820222.0,709396.0,895516.0,817870.0
20,2379,瑞昱,692.0,-12.0,-1.7,09/08,-278.0,32202.0,44134.0,75109,-35188.0,-375542.0,-636509.0,-433533.0,725705.0,368435.0
21,3105,穩懋,441.5,-9.0,-2.0,09/08,22368.0,531.0,16941.0,74992,49365.0,240474.0,305873.0,695675.0,577705.0,620027.0
22,6451,訊芯-KY,435.0,-13.5,-3.01,09/08,6479.0,15030.0,25801.0,71693,72028.0,97266.0,93212.0,62146.0,51139.0,52179.0
23,8046,南電,1025.0,-25.0,-2.38,09/08,-68507.0,-85953.0,-43529.0,67518,242738.0,592638.0,424358.0,421280.0,94265.0,349562.0
24,2327,國巨*,567.0,-22.0,-3.74,09/08,-104897.0,-136467.0,-140387.0,61074,201004.0,622815.0,683170.0,919705.0,498429.0,537029.0
25,3661,世芯-KY,4030.0,-10.0,-0.25,09/08,10867.0,66374.0,66812.0,60196,-39671.0,-652319.0,-795027.0,-1991964.0,-860344.0,-838114.0
26,3491,昇達科,1490.0,-20.0,-1.32,09/08,8593.0,32840.0,42627.0,58740,168169.0,201086.0,598036.0,560321.0,271630.0,518488.0
27,2891,中信金,68.2,0.8,1.19,09/08,20462.0,43738.0,43321.0,57449,102850.0,173182.0,-504526.0,655049.0,370440.0,601884.0
28,3363,上詮,711.0,-12.0,-1.66,09/08,19637.0,18837.0,57641.0,53525,19961.0,29407.0,63702.0,381280.0,340441.0,350884.0
29,4991,環宇-KY,493.0,-1.0,-0.2,09/08,-728.0,-1731.0,-2669.0,50001,70805.0,156771.0,130783.0,198513.0,133266.0,185015.0
30,2308,台達電,1805.0,-45.0,-2.43,09/08,-17633.0,-18929.0,-48728.0,48099,46215.0,-495704.0,-102223.0,854628.0,575705.0,984198.0
31,2882,國泰金,113.5,-1.0,-0.87,09/08,10231.0,38007.0,1748.0,46028,69258.0,50005.0,-707662.0,-606298.0,-2742978.0,-1119423.0
32,00918,大華優利高填息30,35.44,-0.34,-0.95,09/08,11016.0,19573.0,19205.0,43557,80680.0,74785.0,-15473.0,32547.0,24795.0,-55297.0
33,2634,漢翔,65.9,-0.4,-0.6,09/08,14600.0,19955.0,23521.0,42377,54430.0,-7291.0,-44499.0,4123.0,-26305.0,-58359.0
34,00685L,群益臺灣加權正2,12.35,-0.17,-1.36,09/08,-108.0,-139.0,461.0,40917,44552.0,82466.0,391547.0,428213.0,448884.0,432565.0
35,6197,佳必琪,300.5,-7.5,-2.44,09/08,-1578.0,2615.0,13266.0,40003,31132.0,24508.0,75851.0,105496.0,138507.0,93368.0
