排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00685L,群益臺灣加權正2,11.98,0.25,2.13,09/17,500,-1500,28216,43133,44469,98154.0,491063.0,490007.0,491559.0,490136.0
2,00712,復華富時不動產,8.02,0.01,0.12,09/17,0,9003,10828,40621,36440,73365.0,57666.0,17429.0,40257.0,78297.0
3,00919,群益台灣精選高息,32.11,0.12,0.38,09/17,-8113,1764,21710,34431,44394,44537.0,-26659.0,-33014.0,-2883.0,-33895.0
4,00981A,主動統一台股增長,28.13,-0.2,-0.71,09/17,8859,23926,30331,34328,34729,-37183.0,-12101.0,-43500.0,75717.0,61715.0
5,2002,中鋼,18.7,0.05,0.27,09/17,5206,13420,23436,31300,30248,-23958.0,-449006.0,-108277.0,-20055.0,-224114.0
6,2344,華邦電,170.0,1.0,0.59,09/17,4758,6272,13975,29176,-26759,34212.0,-68929.0,47134.0,6751.0,69372.0
7,00918,大華優利高填息30,36.25,0.57,1.6,09/17,6289,10442,13575,27090,38567,57328.0,13570.0,47141.0,43496.0,7511.0
8,2884,玉山金,47.3,0.85,1.83,09/17,9509,14322,15967,24576,-12565,-75611.0,-128661.0,-149468.0,106288.0,-88048.0
9,00403A,主動統一升級50,10.01,-0.01,-0.1,09/17,-1646,-1622,888,21519,30716,53283.0,69068.0,,,
10,00406A,主動中信台灣收益,9.31,-0.03,-0.32,09/17,10705,15449,16141,19491,18883,36532.0,47538.0,,,
11,0050,元大台灣50,108.05,1.15,1.08,09/17,-399,14207,14127,18307,13963,-4817.0,57865.0,22822.0,65974.0,84391.0
12,00673R,期元大S&P原油反1,10.15,0.2,2.01,09/17,5503,10543,12139,17380,19067,27005.0,24747.0,28240.0,36739.0,38790.0
13,2887,台新新光金,44.05,-0.35,-0.79,09/17,7258,10698,8329,14518,62518,102813.0,208742.0,285267.0,395925.0,241057.0
14,2337,旺宏,116.5,-2.5,-2.1,09/17,758,1082,13051,14448,12779,12272.0,21968.0,19303.0,-61195.0,-63746.0
15,2303,聯電,147.5,5.5,3.87,09/17,-416,7825,12525,14247,11317,21850.0,-132538.0,-433872.0,-960783.0,-502189.0
16,2883,凱基金,39.65,0.5,1.28,09/17,150,2314,5992,13152,14736,-6157.0,-78449.0,63938.0,-5165.0,63970.0
17,1303,南亞,236.0,12.0,5.36,09/17,4540,6507,11749,12986,9559,10071.0,37531.0,5967.0,-181218.0,-81729.0
18,00929,復華台灣科技優息,28.56,0.1,0.35,09/17,-30,617,1812,11411,9058,1065.0,18768.0,15148.0,44389.0,26040.0
19,2801,彰銀,29.6,0.7,2.42,09/17,3083,3990,6301,9554,28813,27934.0,29382.0,63363.0,70154.0,62528.0
20,1815,富喬,112.0,-6.5,-5.49,09/17,3452,6541,8438,9114,2118,-35963.0,-40276.0,-9186.0,-21540.0,-6877.0
21,6770,力積電,71.2,1.3,1.86,09/17,8636,8490,9648,8689,-3712,-22050.0,-220004.0,30391.0,-12762.0,50985.0
22,9904,寶成,24.8,0.3,1.22,09/17,-187,1804,3609,8173,15967,3200.0,-9514.0,133547.0,139331.0,136861.0
23,3706,神達,80.5,1.5,1.9,09/17,530,1160,2793,7942,6515,-5001.0,-954.0,-7459.0,19688.0,-15895.0
24,2542,興富發,46.85,0.95,2.07,09/17,1989,3976,5963,7163,9761,-5686.0,26901.0,52262.0,82205.0,50161.0
25,00400A,主動國泰動能高息,14.57,0.05,0.34,09/17,1322,3667,6512,6920,5230,5773.0,19707.0,,,
26,4938,和碩,90.4,1.4,1.57,09/17,31,2440,4164,6900,9006,8534.0,-53555.0,64968.0,79632.0,46150.0
27,00631L,元大台灣50正2,36.41,0.85,2.39,09/17,275,275,275,6856,10563,-25888.0,-57619.0,308787.0,303757.0,307061.0
28,00961,FT臺灣永續高息,13.31,0.14,1.06,09/17,-2,18,439,6619,9235,8680.0,12008.0,12081.0,10491.0,11840.0
29,8358,金居,478.5,-31.5,-6.18,09/17,3809,4487,5660,6199,5446,8973.0,19658.0,13664.0,9847.0,15783.0
30,1717,長興,71.3,0.6,0.85,09/17,1044,2741,3972,6105,9634,-11184.0,-25654.0,-6667.0,-495.0,5747.0
31,00881,國泰台灣科技龍頭,49.81,0.16,0.32,09/17,1357,1437,1652,6100,5421,-9011.0,-2270.0,-8224.0,10119.0,8361.0
32,2313,華通,218.5,-6.5,-2.89,09/17,2438,4377,5472,6078,11419,8717.0,41048.0,33151.0,49106.0,42279.0
33,009816,凱基台灣TOP50,16.04,0.15,0.94,09/17,-30,1684,1784,6001,-12458,-41181.0,-84106.0,20042.0,,
34,2449,京元電子,265.0,3.5,1.34,09/17,1445,1560,2936,5770,11676,27405.0,30995.0,62190.0,91356.0,76549.0
35,009828,中信台日韓PCB,9.18,-0.18,-1.92,09/17,4261,4654,5104,5702,11023,,,,,
36,1714,和桐,16.05,0.45,2.88,09/17,391,1344,1561,5657,7667,12799.0,25453.0,29157.0,29672.0,31223.0
37,5904,寶雅*,72.6,-1.0,-1.36,09/17,3201,3761,4213,5397,7503,21826.0,28407.0,28331.0,28398.0,28260.0
38,2646,星宇航空,20.25,0.1,0.5,09/17,762,1725,3018,5277,5259,1947.0,-10665.0,-23902.0,30664.0,-2698.0
39,9105,泰金寶-DR,8.43,-0.01,-0.12,09/17,96,1060,2658,5225,3703,1024.0,6644.0,-19332.0,-7913.0,-30820.0
40,3376,新日興,175.5,-1.0,-0.57,09/17,75,588,2080,4717,6240,3523.0,3947.0,4959.0,7137.0,10763.0
41,2881,富邦金,151.5,-1.5,-0.98,09/17,693,2978,3691,4441,15405,26498.0,-29311.0,-127533.0,-144503.0,-113720.0
42,009829,大華韓國KOSPI50,10.4,-0.01,-0.1,09/17,947,4889,4965,4284,7367,,,,,
43,3105,穩懋,471.0,-1.5,-0.32,09/17,1306,2715,3938,4242,6106,8222.0,11512.0,21778.0,13721.0,19125.0
44,2327,國巨*,529.0,-7.0,-1.31,09/17,-511,3525,3772,4093,1639,10293.0,24829.0,26110.0,12527.0,11204.0
45,6005,群益證,31.3,0.45,1.46,09/17,170,1519,3464,4040,4673,7055.0,-1793.0,3133.0,6849.0,1642.0
