排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3374,精材,419.5,-2.0,-0.47,09/02,0.0,0.76,2.86,4.09,4.09,4.28,3.69,3.5,4.27,1.58,2.56,4.39
2,3406,玉晶光,1050.0,45.0,4.48,09/02,0.0,2.15,2.7,3.87,4.03,6.49,5.43,3.57,4.38,7.94,9.37,1.87
3,6727,亞泰金屬,580.0,4.0,0.69,09/02,0.0,0.23,1.13,2.56,2.56,2.56,2.56,2.56,2.56,2.56,,2.56
4,3450,聯鈞,602.0,-23.0,-3.68,09/02,0.03,0.63,1.1,1.98,0.89,5.44,7.13,9.25,8.34,11.7,11.2,10.7
5,5425,台半,92.5,-2.7,-2.84,09/02,-0.01,-0.01,-0.01,1.97,2.48,3.08,3.06,1.47,3.22,0.34,-1.19,3.44
6,009814,富邦標普500,11.28,-0.05,-0.44,09/02,0.53,0.53,0.82,1.96,1.96,4.13,7.58,7.58,,,,7.58
7,2455,全新,542.0,18.0,3.44,09/02,0.77,1.05,1.87,1.83,3.76,4.53,5.85,11.5,1.6,2.27,7.78,11.6
8,3105,穩懋,469.5,-22.5,-4.57,09/02,0.02,0.54,0.66,1.62,2.77,3.7,1.46,6.37,7.8,7.51,3.33,7.56
9,3211,順達,392.0,-14.0,-3.45,09/02,0.01,-0.49,-0.49,1.57,-0.33,6.86,9.28,0.28,-9.84,17.8,17.8,-4.99
10,3081,聯亞,3395.0,-30.0,-0.88,09/02,-0.08,-0.06,0.48,1.38,3.03,5.12,3.23,3.97,9.59,17.6,16.8,7.05
11,3491,昇達科,1445.0,-35.0,-2.36,09/02,-0.02,0.2,0.38,1.24,1.88,2.06,0.72,1.61,-0.24,6.41,5.05,0.75
12,6278,台表科,199.5,-0.5,-0.25,09/02,0.02,0.05,0.06,1.24,2.3,1.42,-1.89,-4.76,-11.2,10.5,10.8,-8.35
13,6187,萬潤,1340.0,-35.0,-2.55,09/02,-0.03,0.34,0.43,1.24,1.4,3.46,5.09,11.6,9.12,9.49,6.99,11.9
14,8996,高力,1265.0,90.0,7.66,09/02,0.2,0.24,0.24,1.09,2.85,8.96,9.19,11.4,7.36,11.6,11.0,11.7
15,00709,富邦歐洲,40.46,-0.19,-0.47,09/02,0.47,0.47,0.61,1.08,1.08,3.99,7.13,7.13,7.13,7.13,,7.13
16,3324,雙鴻,1435.0,60.0,4.36,09/02,-0.32,-0.14,0.46,0.96,1.7,1.7,1.73,-0.46,-0.19,-4.64,-11.9,-0.7
17,2368,金像電,1175.0,-50.0,-4.08,09/02,0.14,0.55,0.87,0.9,0.84,1.6,-1.96,1.13,-0.63,-2.6,10.8,-2.68
18,3026,禾伸堂,686.0,-45.0,-6.16,09/02,0.0,0.33,0.85,0.81,0.21,1.7,5.87,13.4,13.7,13.9,13.0,13.3
19,3008,大立光,7810.0,230.0,3.03,09/02,-0.05,0.13,0.51,0.8,1.0,1.84,3.82,3.41,5.38,5.25,5.21,4.19
20,4979,華星光,624.0,24.0,4.0,09/02,-0.43,-1.22,-1.51,0.75,4.33,9.28,7.02,2.78,14.2,16.5,18.8,11.6
21,2313,華通,249.0,-3.0,-1.19,09/02,0.11,0.47,0.57,0.73,1.37,2.09,2.23,1.1,3.45,1.02,4.61,3.64
22,4958,臻鼎-KY,507.0,-28.0,-5.23,09/02,0.07,0.6,0.72,0.7,0.42,0.31,2.61,4.1,1.13,1.6,5.41,4.16
23,2449,京元電子,270.5,-8.5,-3.05,09/02,0.08,0.33,0.53,0.68,0.57,0.43,-0.31,-6.57,-4.12,-5.37,-7.48,-6.63
24,6510,精測,3435.0,310.0,9.92,09/02,0.59,0.71,0.82,0.67,0.29,0.73,-3.57,-6.47,-1.87,6.12,2.03,-4.96
25,8039,台虹,313.5,-5.5,-1.72,09/02,0.01,0.1,0.1,0.57,1.36,1.77,1.93,1.65,1.62,1.66,1.66,1.35
26,1717,長興,80.8,-3.9,-4.6,09/02,0.0,0.03,0.32,0.5,0.5,0.67,1.02,0.34,1.39,1.45,1.54,1.23
27,4551,智伸科,166.0,-1.5,-0.9,09/02,0.0,0.22,0.2,0.49,0.42,1.77,-0.78,-0.52,-2.07,0.77,-5.34,-0.51
28,6531,愛普*,957.0,-1.0,-0.1,09/02,0.0,0.04,0.04,0.49,-0.38,-2.36,-4.01,3.08,2.51,2.73,3.11,1.67
29,3605,宏致,127.0,1.5,1.2,09/02,0.0,0.0,0.25,0.45,1.37,1.37,1.37,1.34,1.09,1.37,1.36,1.37
30,3532,台勝科,386.0,-16.0,-3.98,09/02,0.0,0.18,0.18,0.45,1.04,2.1,3.31,4.39,5.1,4.24,1.82,4.65
31,3665,貿聯-KY,2170.0,-145.0,-6.26,09/02,-0.04,0.28,0.27,0.38,0.33,-1.03,4.44,2.03,-1.74,10.3,13.5,-4.4
32,3661,世芯-KY,4200.0,-75.0,-1.75,09/02,0.15,0.21,0.35,0.36,0.42,-0.92,-1.86,-2.31,-4.96,-8.42,4.52,-1.37
33,00652,富邦印度,32.87,-0.08,-0.24,09/02,0.19,0.19,0.19,0.35,0.35,0.84,1.33,1.33,1.33,0.95,1.05,1.33
34,3017,奇鋐,3310.0,-100.0,-2.93,09/02,-0.06,-0.02,-0.06,0.34,0.51,1.4,2.26,3.93,3.22,-6.66,9.87,1.92
35,00695B,富邦美債7-10,34.52,0.04,0.12,09/02,0.0,0.0,0.33,0.33,0.33,4.69,8.77,8.77,8.77,8.77,,8.77
36,2481,強茂,148.0,-9.0,-5.73,09/02,0.06,0.06,0.07,0.3,0.04,0.72,-2.22,3.81,6.81,9.52,10.2,2.14
37,2379,瑞昱,744.0,0.0,0.0,09/02,0.11,0.27,0.3,0.3,0.39,0.49,5.82,4.61,1.89,6.41,14.6,3.48
38,2351,順德,229.0,3.0,1.33,09/02,0.09,0.12,0.12,0.3,-0.16,-0.49,0.83,1.93,2.07,1.09,-0.03,2.07
39,3231,緯創,185.5,3.5,1.92,09/02,0.21,0.24,0.28,0.28,0.31,0.07,2.61,3.84,3.08,0.01,4.72,3.29
40,6830,汎銓,598.0,26.0,4.55,09/02,0.0,0.0,0.0,0.28,0.6,0.84,0.48,1.08,1.31,0.64,,1.4
41,00645,富邦日本,57.75,-1.35,-2.28,09/02,0.0,0.0,0.0,0.28,0.28,0.95,1.71,1.71,1.71,1.71,1.47,1.71
42,4764,雙鍵,240.0,-7.0,-2.83,09/02,0.0,-0.12,-0.12,0.28,0.58,-0.7,6.42,8.4,8.53,8.53,,8.53
43,1303,南亞,237.5,3.0,1.28,09/02,0.04,0.1,0.11,0.28,0.41,0.45,4.02,4.02,4.21,1.39,3.37,4.0
44,2357,華碩,1010.0,0.0,0.0,09/02,0.06,0.23,0.26,0.27,0.25,0.32,-0.66,0.89,3.98,9.14,13.8,-0.24
45,4736,泰博,126.0,-0.5,-0.4,09/02,0.05,0.05,0.16,0.26,0.42,0.42,0.45,0.42,0.11,-0.66,-0.77,0.1
46,2027,大成鋼,49.55,-0.25,-0.5,09/02,0.06,0.1,0.26,0.26,0.27,-0.51,-0.98,-1.26,0.16,-1.92,0.06,-0.86
47,6515,穎崴,7050.0,140.0,2.03,09/02,0.62,0.81,0.77,0.24,0.23,-2.67,-5.35,-6.15,0.55,2.34,,-4.24
48,2542,興富發,47.95,0.05,0.1,09/02,0.04,0.19,0.24,0.24,0.31,0.69,5.82,6.19,5.9,3.28,2.96,5.77
49,4991,環宇-KY,530.0,-14.0,-2.57,09/02,-0.05,0.1,0.1,0.23,0.51,-0.23,-4.07,-3.55,-5.41,3.58,3.42,-5.05
50,2301,光寶科,315.0,14.5,4.83,09/02,0.03,0.04,0.06,0.22,0.5,0.75,-0.77,-2.45,-8.84,-4.66,0.37,-3.86
51,2855,統一證,49.6,-0.4,-0.8,09/02,0.07,0.19,0.22,0.22,0.45,0.93,5.39,6.38,6.53,6.54,6.5,6.24
52,6640,均華,1210.0,90.0,8.04,09/02,0.0,0.08,0.14,0.21,0.24,0.37,-0.63,0.18,-0.69,0.57,,0.0
53,2353,宏碁,32.15,0.4,1.26,09/02,0.08,0.18,0.21,0.21,0.21,0.23,-2.25,-2.91,-4.03,-8.29,3.43,-3.33
54,3034,聯詠,543.0,-9.0,-1.63,09/02,-0.03,0.07,0.15,0.18,0.19,0.12,-0.41,-1.7,-7.8,11.4,13.5,-3.82
55,6472,保瑞,422.5,2.5,0.6,09/02,0.0,0.0,0.14,0.18,1.42,1.42,1.4,0.92,0.09,-0.36,,0.55
56,6805,富世達,2110.0,-175.0,-7.66,09/02,-0.94,-0.94,-1.66,0.17,2.42,11.3,8.9,2.43,3.39,,,-0.29
57,6426,統新,257.0,-12.5,-4.64,09/02,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,-0.07,0.16
58,00900,富邦特選高股息30,19.61,0.07,0.36,09/02,0.0,0.0,0.0,0.16,0.32,0.64,0.64,1.19,1.19,2.74,,1.11
59,006205,富邦上証,40.52,-0.35,-0.86,09/02,0.1,0.1,0.14,0.16,0.16,0.33,0.27,-0.89,-0.89,-3.04,-58.2,-0.89
60,9941,裕融,82.6,2.6,3.25,09/02,0.0,0.05,0.1,0.16,0.24,0.31,3.85,3.09,5.65,5.55,5.55,4.95
61,2464,盟立,202.0,18.0,9.78,09/02,0.0,0.15,0.15,0.15,0.31,0.76,0.79,0.91,0.91,0.92,-3.17,0.91
62,3706,神達,94.7,-1.0,-1.04,09/02,0.03,0.04,0.08,0.15,0.24,0.46,4.24,5.45,2.75,5.45,3.27,5.32
63,9802,鈺齊-KY,72.1,0.4,0.56,09/02,0.05,0.15,0.15,0.15,0.15,-0.37,-0.76,-0.63,-0.9,2.78,0.22,-0.7
64,1476,儒鴻,314.0,-0.5,-0.16,09/02,0.04,0.11,0.14,0.14,0.15,0.32,0.78,1.31,1.27,1.7,1.64,1.17
65,2618,長榮航,42.15,-0.25,-0.59,09/02,0.04,0.11,0.12,0.13,0.12,0.09,-0.29,4.41,0.5,18.0,17.8,2.15
66,00850,元大臺灣ESG永續,91.9,-1.3,-1.39,09/02,0.0,0.0,0.0,0.12,0.24,0.25,0.71,1.13,0.9,1.55,,0.99
67,3131,弘塑,2405.0,-75.0,-3.02,09/02,0.05,0.37,0.38,0.12,0.05,-1.64,0.24,1.16,-5.87,-7.01,-0.29,-2.83
68,4938,和碩,91.7,0.7,0.77,09/02,0.06,0.11,0.11,0.11,0.17,0.71,1.97,3.26,-2.5,2.77,3.07,1.17
69,5269,祥碩,1460.0,-10.0,-0.68,09/02,0.05,0.07,0.11,0.11,0.12,-0.04,3.51,4.94,3.73,4.53,2.41,5.25
70,4967,十銓,278.0,2.0,0.72,09/02,0.0,0.12,0.12,0.11,0.11,0.07,1.06,0.7,1.07,0.91,,0.48
71,2382,廣達,337.0,-5.0,-1.46,09/02,0.01,0.07,0.1,0.11,0.15,0.17,4.4,8.16,7.61,4.94,9.62,8.07
72,4763,材料*-KY,51.5,1.5,3.0,09/02,0.0,0.1,0.1,0.1,0.1,0.1,0.28,-2.65,-3.03,-2.69,-2.48,-3.59
73,00713,元大台灣高息低波,62.8,0.45,0.72,09/02,0.0,0.0,0.0,0.1,0.25,0.25,0.31,0.52,0.11,0.63,,0.42
74,6670,復盛應用,278.5,1.0,0.36,09/02,0.0,0.05,0.05,0.09,0.09,-0.07,2.08,1.99,-3.63,7.67,,1.44
75,2891,中信金,66.6,0.1,0.15,09/02,0.03,0.07,0.08,0.09,0.09,0.06,-0.22,-0.57,-3.24,9.26,12.2,-1.08
76,2845,遠東銀,13.0,0.0,0.0,09/02,0.0,0.09,0.09,0.09,0.19,0.19,2.2,2.21,2.09,0.75,2.06,2.19
