排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00981A,主動統一台股增長,29.57,0.5,1.72,09/21,3974,4779,13638,35110,42336,-36139.0,-2861.0,-48237.0,80456.0,66494.0
2,2002,中鋼,18.65,-0.1,-0.53,09/21,8658,10287,15493,33723,44479,-8581.0,-423766.0,-114272.0,-7679.0,-213827.0
3,2884,玉山金,46.2,-0.2,-0.43,09/21,2771,15046,24555,31013,23737,-75318.0,-120139.0,-139084.0,121639.0,-73002.0
4,2887,台新新光金,43.8,-0.6,-1.35,09/21,10477,22514,29772,30843,64973,114759.0,237824.0,277490.0,409583.0,263571.0
5,00685L,群益臺灣加權正2,12.71,0.29,2.33,09/21,-1558,-1805,-1305,26411,42189,85394.0,490350.0,487892.0,489754.0,488331.0
6,00919,群益台灣精選高息,32.27,0.31,0.97,09/21,1,2767,-5346,24477,39834,47538.0,-9799.0,-37305.0,-1773.0,-31128.0
7,1303,南亞,239.5,1.5,0.63,09/21,1157,12269,16809,24018,24951,17453.0,49828.0,642.0,-159523.0,-69460.0
8,00673R,期元大S&P原油反1,10.45,0.19,1.85,09/21,3741,8900,14403,21039,27660,35248.0,34033.0,37025.0,45639.0,47690.0
9,2344,華邦電,174.0,-5.5,-3.06,09/21,3064,3610,8369,17586,-19725,33587.0,-71639.0,19641.0,18313.0,72983.0
10,00406A,主動中信台灣收益,9.7,0.11,1.15,09/21,255,330,11035,16471,18748,31042.0,47868.0,,,
11,2337,旺宏,120.0,-1.0,-0.83,09/21,50,2839,3597,15890,14371,16637.0,27931.0,22343.0,-65046.0,-60907.0
12,2801,彰銀,28.45,-0.5,-1.73,09/21,2000,8692,11775,14993,33498,37049.0,48206.0,72036.0,79577.0,71220.0
13,2409,友達,33.35,3.0,9.88,09/21,-15614,-22004,-13441,14802,-98787,-97506.0,-91622.0,-79602.0,373009.0,424323.0
14,2303,聯電,157.0,1.0,0.64,09/21,1440,1762,1346,14287,11791,24874.0,-129335.0,-446781.0,-956420.0,-500427.0
15,0050,元大台灣50,111.35,1.5,1.37,09/21,-206,-75,-474,14052,13913,8124.0,58667.0,23398.0,65475.0,84316.0
16,00991A,主動復華未來50,17.53,0.08,0.46,09/21,11185,11513,11751,13612,9557,-307.0,19427.0,61709.0,,92516.0
17,00918,大華優利高填息30,34.19,0.04,0.12,09/21,-1365,-1530,4759,12045,34743,54996.0,24094.0,39986.0,42026.0,5981.0
