排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,009802,富邦旗艦50,19.77,0.02,0.1,09/03,-0.32,-0.77,8.64,8.71,8.68,8.9,8.27,10.4,16.6,,,12.6
2,3324,雙鴻,1350.0,-85.0,-5.92,09/03,0.0,1.89,3.76,8.11,10.0,12.6,8.09,6.13,13.4,11.6,24.1,2.76
3,1815,富喬,120.0,-11.0,-8.4,09/03,1.26,0.83,3.13,7.54,13.4,17.4,21.8,12.1,20.5,20.7,12.8,12.0
4,00715L,期街口布蘭特正2,56.05,-0.95,-1.67,09/03,1.77,6.51,6.4,7.47,10.6,16.0,15.8,43.8,73.8,305.0,,39.7
5,4939,亞電,81.5,-7.4,-8.32,09/03,-0.02,0.29,0.57,6.95,9.68,9.09,8.37,8.88,7.8,7.7,8.05,11.8
6,3141,晶宏,100.0,0.5,0.5,09/03,2.19,2.24,4.03,5.96,6.51,9.84,11.5,8.9,7.15,12.0,3.46,9.75
7,6933,AMAX-KY,302.0,-29.0,-8.76,09/03,0.07,0.1,3.51,5.31,5.74,6.81,6.71,6.68,6.33,,,6.39
8,3693,營邦,648.0,6.0,0.93,09/03,1.96,2.97,3.91,5.0,6.44,6.81,7.13,5.34,8.98,7.21,4.51,6.48
9,3441,聯一光,130.0,-9.5,-6.81,09/03,-0.15,0.38,0.82,4.2,-0.06,2.78,2.98,1.94,3.19,5.56,3.35,2.17
10,2455,全新,525.0,-17.0,-3.14,09/03,1.46,2.94,2.58,4.12,5.69,2.6,4.76,4.55,7.96,-3.45,16.8,2.07
11,2421,建準,164.5,-3.5,-2.08,09/03,-0.04,-0.2,0.13,3.99,5.91,9.0,6.4,-0.29,2.89,15.7,21.1,-2.06
12,3374,精材,400.0,-19.5,-4.65,09/03,0.34,0.56,1.17,3.92,5.2,0.12,5.56,-1.89,10.7,5.19,11.2,6.54
13,6426,統新,265.5,8.5,3.31,09/03,3.28,1.88,1.8,3.79,1.89,2.15,3.79,-0.3,-3.04,5.08,4.11,4.08
14,00401A,主動摩根台灣鑫收,13.96,-0.1,-0.71,09/03,-0.25,-0.88,3.58,3.65,4.79,8.2,15.7,,,,,
15,00678,群益那斯達克生技,44.4,0.46,1.05,09/03,-0.98,-0.44,2.2,3.57,6.01,5.22,4.42,10.5,19.5,23.0,,7.4
16,6218,豪勉,42.6,-0.95,-2.18,09/03,-0.18,1.5,2.26,3.54,4.54,5.68,5.59,4.8,3.91,3.99,4.45,4.55
17,6226,光鼎,32.0,-2.15,-6.3,09/03,-0.71,-0.71,0.35,2.88,7.12,0.4,3.97,7.32,7.52,7.77,9.84,7.64
18,3406,玉晶光,991.0,-59.0,-5.62,09/03,0.44,0.71,0.81,2.82,3.79,2.69,-0.21,11.4,17.8,30.1,32.1,15.9
19,2481,強茂,156.0,8.0,5.41,09/03,4.45,2.17,1.69,2.74,3.73,-3.32,-3.75,-1.09,6.77,5.91,-12.0,10.4
20,00403A,主動統一升級50,10.06,-0.21,-2.04,09/03,-0.04,-0.07,1.67,2.73,3.29,5.9,4.04,,,,,
21,6532,瑞耘,99.8,2.8,2.89,09/03,1.33,1.71,2.06,2.62,2.8,1.42,2.92,-0.11,1.11,2.52,,0.59
22,8111,立碁,72.0,-4.4,-5.76,09/03,-0.28,1.26,-0.38,2.61,2.2,1.31,-0.68,-0.26,1.65,-0.11,-0.25,-0.53
23,00983A,主動中信ARK創新,12.21,0.06,0.49,09/03,0.78,0.68,1.92,2.44,5.96,7.95,50.6,94.3,87.8,,,96.1
24,6805,富世達,2095.0,-15.0,-0.71,09/03,0.24,0.32,0.65,2.44,2.28,-3.7,-7.6,-3.6,-8.25,,,-2.73
25,6173,信昌電,241.0,-19.5,-7.49,09/03,0.33,0.37,0.97,2.4,0.9,-4.81,-5.82,5.67,7.72,6.2,8.9,10.4
26,3234,光環,194.5,-16.5,-7.82,09/03,0.11,1.44,1.79,2.34,3.48,8.02,4.01,8.62,10.2,11.7,8.13,10.1
27,3042,晶技,174.0,-6.0,-3.33,09/03,0.38,0.38,1.89,2.31,2.23,0.89,2.52,7.57,9.89,7.3,-6.42,10.2
28,00407A,主動凱基台灣,9.56,-0.22,-2.25,09/03,-0.44,-0.39,1.84,2.19,1.79,5.31,,,,,,
29,8103,瀚荃,121.0,-1.0,-0.82,09/03,0.23,0.41,1.64,2.0,4.77,2.09,0.7,-0.29,3.01,1.7,1.29,1.74
30,8150,南茂,89.1,-1.1,-1.22,09/03,0.31,-0.46,2.0,1.84,1.8,-1.6,-4.6,-5.87,-5.54,-5.66,-6.27,-3.39
31,3094,聯傑,42.3,1.1,2.67,09/03,1.3,0.56,-0.29,1.78,2.36,1.42,0.62,0.65,0.27,-1.06,-1.73,0.66
32,1717,長興,76.8,-4.0,-4.95,09/03,-0.01,-0.42,0.5,1.76,2.68,4.53,3.48,2.1,0.89,-0.26,1.74,1.53
33,00935,野村臺灣新科技50,57.45,-0.35,-0.61,09/03,-0.14,-0.84,1.56,1.68,1.65,2.2,-1.97,-1.89,-0.7,,,-2.13
34,3680,家登,512.0,-8.0,-1.54,09/03,0.42,0.72,1.65,1.65,2.06,2.92,4.02,6.34,14.3,7.95,21.8,12.2
35,2464,盟立,222.0,20.0,9.9,09/03,0.49,5.86,5.06,1.64,3.29,10.2,6.79,19.5,20.6,10.3,8.28,20.1
36,00892,富邦台灣半導體,40.29,-0.46,-1.13,09/03,0.02,0.06,1.64,1.58,1.7,2.05,2.75,2.26,3.72,19.4,,2.57
37,2465,麗臺,96.2,-8.8,-8.38,09/03,-0.05,1.4,1.58,1.57,1.92,4.34,5.01,7.47,5.33,8.87,3.13,7.81
38,3019,亞光,143.0,-14.5,-9.21,09/03,-1.4,1.02,1.06,1.51,1.72,3.36,3.63,5.29,1.5,-1.24,-0.73,3.68
39,7751,竑騰,1465.0,-90.0,-5.79,09/03,0.33,0.16,-0.05,1.47,1.31,2.37,3.77,4.55,7.62,,,5.28
40,009804,聯邦台精彩50,22.64,-0.14,-0.61,09/03,-0.08,-0.09,1.21,1.47,1.45,2.07,2.37,6.6,7.94,,,6.83
41,1727,中華化,89.2,-5.0,-5.31,09/03,-0.05,0.1,-1.92,1.47,2.08,4.43,6.93,-0.22,7.29,6.55,2.63,3.05
42,2377,微星,150.5,-4.5,-2.9,09/03,0.04,0.34,0.54,1.46,1.89,1.99,5.3,2.39,-6.74,-22.6,-19.7,-0.02
43,00642U,期元大S&P石油,29.95,-0.13,-0.43,09/03,0.93,1.47,1.46,1.44,1.59,1.09,-3.91,-4.56,3.16,15.0,485.0,1.95
44,00992A,主動群益科技創新,18.04,-0.64,-3.43,09/03,-0.15,-0.22,0.52,1.44,2.06,4.68,10.8,13.4,,,,15.2
45,2409,友達,26.55,0.15,0.57,09/03,0.73,0.87,0.68,1.42,1.44,0.29,-0.99,-0.24,-15.1,-18.3,-40.9,-5.71
46,2351,順德,223.0,-6.0,-2.62,09/03,0.05,-0.24,-0.01,1.42,3.71,2.68,10.2,14.3,17.8,7.75,9.07,20.0
47,2491,吉祥全,45.0,-5.0,-10.0,09/03,-0.22,0.21,0.82,1.41,4.55,3.81,3.72,4.05,4.71,4.86,2.46,4.74
48,1312,國喬,14.9,-0.35,-2.3,09/03,-0.11,-0.31,-0.03,1.39,1.34,1.36,0.86,-2.2,-0.88,-6.66,-16.7,-1.89
49,6442,光聖,1770.0,-25.0,-1.39,09/03,0.54,0.62,0.93,1.39,1.21,-0.59,-2.4,-3.25,-4.08,3.81,2.71,-0.62
50,4908,前鼎,204.5,-13.5,-6.19,09/03,-0.04,0.97,1.07,1.37,-1.83,-1.87,0.97,2.17,2.55,1.65,2.16,2.51
51,3219,倚強科,90.5,0.1,0.11,09/03,0.12,0.69,0.74,1.32,1.74,1.67,1.19,1.15,-1.11,-0.27,-1.17,0.5
52,5608,四維航,17.45,0.95,5.76,09/03,1.08,1.23,1.36,1.27,0.08,0.84,0.74,0.52,1.56,3.76,-2.49,1.36
53,3293,鈊象,703.0,-5.0,-0.71,09/03,-0.05,0.19,0.38,1.27,1.06,2.43,1.86,4.19,-3.12,-12.8,-4.3,4.28
54,6271,同欣電,215.5,-7.5,-3.36,09/03,-0.07,-0.36,0.95,1.25,0.45,0.5,-2.93,2.29,9.01,14.3,1.39,5.3
55,00991A,主動復華未來50,17.31,-0.62,-3.46,09/03,-0.22,-0.3,0.44,1.25,1.28,2.78,4.35,0.29,,,,0.4
56,3362,先進光,198.0,-12.0,-5.71,09/03,0.03,0.49,0.61,1.23,1.0,1.1,-0.34,0.74,0.4,0.04,2.15,-0.36
57,00405A,主動富邦台灣龍耀,8.57,-0.21,-2.39,09/03,-0.13,0.05,1.11,1.2,1.0,3.05,,,,,,
58,00982A,主動群益台灣強棒,22.41,-0.59,-2.57,09/03,0.0,-0.08,0.86,1.17,2.3,1.27,0.96,5.46,8.95,,,6.45
59,1326,台化,69.7,-3.1,-4.26,09/03,0.09,0.04,0.8,1.15,1.44,1.38,0.8,4.29,7.11,4.98,-0.72,5.93
60,3504,揚明光,87.8,-6.5,-6.89,09/03,-1.34,-0.04,-0.25,1.13,1.36,1.44,2.03,1.83,-0.52,3.82,-2.25,0.69
61,8431,匯鑽科,63.7,3.9,6.52,09/03,0.32,1.63,1.71,1.12,1.25,0.41,1.1,-4.17,-4.73,-4.26,-4.69,-0.39
62,00995A,主動中信台灣卓越,17.0,-0.34,-1.96,09/03,-0.23,-0.4,0.65,1.11,1.55,2.87,11.2,13.0,,,,
63,00981A,主動統一台股增長,29.13,-0.6,-2.02,09/03,-0.4,-0.94,0.03,1.06,1.1,4.53,8.71,-0.18,-0.97,,,-1.24
64,00927,群益半導體收益,36.23,-0.46,-1.25,09/03,0.02,-0.1,1.18,1.04,0.75,1.04,-1.44,-0.07,1.13,0.81,,-0.56
65,7711,永擎,575.0,-35.0,-5.74,09/03,0.22,0.45,0.42,1.02,1.5,2.33,1.81,1.59,,,,1.98
66,00400A,主動國泰動能高息,14.88,-0.29,-1.91,09/03,-0.27,-0.64,0.54,1.02,0.78,4.34,2.34,,,,,
67,2889,國票金,16.45,0.45,2.81,09/03,0.56,0.87,0.89,1.02,1.69,1.73,2.63,1.56,1.84,1.43,-4.16,1.96
68,6438,迅得,154.0,-5.5,-3.45,09/03,-0.01,0.38,0.76,1.01,1.47,2.18,2.24,2.55,-4.85,-1.15,,1.06
69,4979,華星光,572.0,-52.0,-8.33,09/03,0.18,0.53,0.63,1.0,-1.76,-1.5,-0.27,-2.14,6.23,2.95,5.45,-11.9
70,5291,邑昇,68.7,-2.0,-2.83,09/03,0.16,-0.37,0.77,1.0,3.8,3.78,2.46,0.94,3.72,3.73,3.71,3.82
71,2221,大甲,91.5,8.3,9.98,09/03,-0.25,-0.07,-0.26,0.97,2.18,3.89,3.83,3.83,3.87,3.43,4.3,3.89
72,3450,聯鈞,554.0,-48.0,-7.97,09/03,0.13,0.32,-2.07,0.97,2.48,5.69,1.08,9.76,17.9,16.0,-3.89,16.1
73,00904,台新臺灣半導體30,40.01,-0.6,-1.48,09/03,-0.05,-0.18,0.76,0.92,1.13,1.56,1.75,7.78,8.17,4.66,,8.33
74,6538,倉和,273.0,24.5,9.86,09/03,-0.04,-0.14,-0.03,0.89,-1.04,2.6,2.76,3.56,4.31,-1.34,,4.1
75,6213,聯茂,512.0,-24.0,-4.48,09/03,0.56,0.33,0.71,0.89,1.41,7.54,10.4,7.41,6.96,10.2,5.27,13.0
76,00913,兆豐台灣晶圓製造,46.72,-0.63,-1.33,09/03,-0.83,-1.53,0.52,0.88,1.12,-2.5,1.03,2.74,2.8,4.71,,2.75
77,00894,中信小資高價30,46.6,-0.72,-1.52,09/03,-0.12,-0.39,0.67,0.88,0.81,0.08,3.54,2.04,3.17,7.65,,1.83
78,6727,亞泰金屬,550.0,-30.0,-5.17,09/03,0.51,0.9,1.62,0.88,0.24,-2.95,-5.42,-3.85,-10.5,0.56,,-5.79
79,4576,大銀微系統,231.0,-11.0,-4.55,09/03,-0.95,0.08,0.94,0.86,1.13,0.68,1.35,6.39,8.48,6.75,,7.51
