排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,2106,建大,16.95,-0.35,-2.02,09/07,83.7,81.9,81.8,56.8,83.8,79.0,61.1,53.2,49.5,39.7,31.4,50.4
2,9925,新保,39.55,0.0,0.0,09/07,61.7,79.1,77.0,64.0,87.2,87.1,67.0,60.4,44.8,20.2,7.39,52.2
3,1590,亞德客-KY,1370.0,-25.0,-1.79,09/07,68.7,72.9,77.0,79.4,75.0,68.4,73.0,74.5,71.7,72.1,55.0,72.2
4,1516,川飛,14.75,0.4,2.79,09/07,68.8,64.5,76.8,75.5,69.5,24.5,16.3,14.2,8.24,12.5,10.1,10.2
5,9911,櫻花,81.7,0.5,0.62,09/07,50.7,82.8,76.1,62.0,56.8,51.2,48.6,44.9,24.1,6.02,1.97,31.0
6,4129,聯合,82.4,0.9,1.1,09/07,56.7,71.3,75.9,67.0,29.2,30.5,31.5,35.1,32.0,25.7,17.7,34.4
7,9802,鈺齊-KY,72.0,-0.3,-0.41,09/07,78.2,81.5,73.8,62.5,57.4,42.6,38.9,38.7,17.1,5.22,1.44,33.2
8,8069,元太,150.5,2.0,1.35,09/07,67.3,72.7,73.8,71.6,71.5,59.5,55.4,50.6,30.5,11.4,1.87,40.3
9,9935,慶豐富,19.45,-0.2,-1.02,09/07,84.3,78.4,73.2,59.3,32.8,24.3,21.3,23.0,13.8,1.97,0.55,17.9
10,2850,新產,157.0,-2.0,-1.26,09/07,75.5,78.1,72.3,70.4,68.6,53.8,40.1,39.3,39.0,36.9,29.6,38.6
11,9933,中鼎,40.3,-0.1,-0.25,09/07,60.0,71.6,72.2,71.5,66.7,44.4,42.9,33.7,19.4,6.17,3.51,24.6
12,6146,耕興,181.0,-1.5,-0.82,09/07,74.8,69.8,72.0,63.0,61.8,50.1,43.0,38.4,40.3,40.2,42.2,38.2
13,1808,潤隆,34.25,-0.45,-1.3,09/07,68.8,75.8,71.4,51.7,50.9,39.4,39.2,41.3,40.5,40.0,33.5,42.9
14,8464,億豐,361.0,-12.5,-3.35,09/07,60.3,65.8,71.3,74.5,73.0,76.5,77.1,73.3,32.1,11.7,4.48,48.4
15,3373,熱映,16.0,-0.35,-2.14,09/07,80.7,73.6,70.8,63.0,38.7,24.1,15.3,12.2,13.6,14.0,7.78,11.9
16,2834,臺企銀,17.2,0.2,1.18,09/07,53.3,67.0,70.4,61.7,82.8,80.3,60.2,56.1,52.1,42.7,35.5,55.8
17,2633,台灣高鐵,26.0,-0.1,-0.38,09/07,77.9,79.5,70.3,66.0,63.1,65.4,61.4,72.3,69.2,58.3,,71.6
18,3596,智易,159.5,0.0,0.0,09/07,47.6,55.4,70.2,68.8,74.7,80.7,56.5,52.3,57.0,42.9,22.8,54.6
19,1227,佳格,28.4,-0.15,-0.53,09/07,77.2,71.3,70.2,72.6,73.9,62.5,40.8,38.6,37.7,34.3,43.1,37.8
20,1737,臺鹽,30.55,-0.1,-0.33,09/07,72.9,66.0,69.3,65.6,57.5,44.7,39.2,30.1,27.0,19.4,17.2,29.3
21,2206,三陽工業,63.4,0.0,0.0,09/07,74.6,67.6,69.0,66.9,62.6,48.1,41.1,39.7,38.4,30.7,23.7,39.2
22,9904,寶成,24.6,0.0,0.0,09/07,71.7,68.1,68.4,64.9,61.5,51.0,51.4,55.3,35.2,12.3,5.35,47.4
23,2204,中華,53.6,-0.5,-0.92,09/07,72.7,72.6,68.3,52.0,56.4,36.3,35.5,40.4,40.8,35.5,32.3,40.6
24,1611,中電,11.7,-0.05,-0.43,09/07,53.1,64.0,68.1,63.9,51.6,47.5,41.2,31.8,30.0,25.0,16.6,30.9
25,4560,強信-KY,28.6,-0.3,-1.04,09/07,69.0,70.8,67.9,66.1,63.7,62.1,60.5,57.8,55.4,51.9,,56.5
26,4105,東洋,76.5,-0.5,-0.65,09/07,52.2,73.2,67.6,64.5,59.0,46.2,40.7,45.8,38.7,30.9,19.4,45.1
27,3652,精聯,32.4,-0.65,-1.97,09/07,84.9,76.0,67.6,54.4,47.2,36.5,34.8,31.6,30.3,22.5,15.2,31.1
28,2903,遠百,22.25,-0.05,-0.22,09/07,70.5,72.5,67.6,66.3,52.1,43.2,44.3,44.8,44.1,40.8,33.3,42.3
29,9934,成霖,10.8,-0.3,-2.7,09/07,68.5,67.6,67.4,58.1,44.6,26.3,25.3,26.9,20.6,3.99,1.46,22.6
30,1712,興農,40.3,-0.35,-0.86,09/07,73.6,63.8,66.8,44.7,74.7,68.5,60.7,53.0,48.6,38.3,25.3,49.7
31,2890,永豐金,42.6,-0.25,-0.58,09/07,72.1,73.2,66.5,59.5,59.6,62.2,59.2,55.6,53.4,51.5,46.5,54.9
32,2887,台新新光金,41.1,-0.4,-0.96,09/07,75.7,72.2,66.2,57.2,59.4,58.4,53.2,52.2,47.2,51.3,45.2,50.3
33,5871,中租-KY,112.5,1.0,0.9,09/07,47.7,63.2,66.0,70.7,64.4,56.9,56.1,56.0,52.3,57.8,55.9,54.1
34,1467,南緯,8.05,-0.14,-1.71,09/07,78.8,69.9,66.0,59.5,41.3,40.8,25.3,21.6,19.9,15.4,12.1,19.6
35,2006,東和鋼鐵,80.8,-0.8,-0.98,09/07,69.8,71.5,65.9,68.7,66.5,62.0,40.8,42.8,46.3,45.5,30.0,42.2
36,2891,中信金,67.4,-1.0,-1.46,09/07,80.0,69.4,65.7,64.1,70.8,67.5,57.0,58.4,56.3,51.1,49.5,58.2
37,2379,瑞昱,729.0,16.0,2.24,09/07,55.2,56.4,65.5,63.9,65.4,63.2,57.3,56.2,55.5,54.0,48.7,56.2
38,3036,文曄,192.5,0.0,0.0,09/07,47.8,61.2,65.2,76.0,75.8,60.4,52.9,48.4,51.0,42.3,38.2,48.1
