排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,6179,亞通,38.2,1.8,4.95,09/10,2.39,4.5,4.7,4.64,5.07,6.82,9.23,8.42,4.95,8.7,8.48,7.11
2,3167,大量,848.0,-52.0,-5.78,09/10,-0.42,-0.71,3.81,4.13,4.02,1.74,1.12,-2.58,9.39,9.2,9.59,1.24
3,2409,友達,31.2,0.7,2.3,09/10,0.25,1.11,2.24,4.12,5.54,5.44,4.65,0.67,-10.9,-12.4,-36.4,-1.59
4,3693,營邦,691.0,-9.0,-1.29,09/10,-0.01,1.21,2.46,3.73,8.73,10.4,11.0,10.6,12.4,11.6,8.27,10.2
5,6538,倉和,338.5,-10.5,-3.01,09/10,-0.2,-0.12,-0.04,3.41,4.3,4.45,3.75,6.92,7.97,2.48,,7.51
6,4967,十銓,276.5,-5.0,-1.78,09/10,-0.9,-0.95,1.58,3.11,2.32,0.57,1.4,-4.84,8.47,7.43,,-10.7
7,3094,聯傑,41.9,1.1,2.7,09/10,0.26,-0.68,-0.95,2.82,4.6,3.14,3.48,3.59,2.83,0.9,1.05,3.48
8,8431,匯鑽科,60.2,-1.0,-1.63,09/10,0.4,0.02,1.42,2.78,3.9,3.81,3.3,-3.44,-1.96,-2.06,-2.11,2.4
9,8021,尖點,438.0,-4.5,-1.02,09/10,0.0,-0.3,0.13,2.74,-1.56,-4.11,-7.84,5.52,5.73,2.37,2.4,2.51
10,6426,統新,322.0,1.0,0.31,09/10,-1.61,-3.63,1.97,2.72,6.51,5.13,5.13,2.13,0.46,7.77,6.83,6.8
11,6770,力積電,73.5,1.1,1.52,09/10,0.59,0.84,0.67,2.72,2.24,5.17,-4.73,-5.94,1.42,-3.63,,-4.33
12,2492,華新科,334.0,14.5,4.54,09/10,-0.39,-0.95,-1.22,2.61,2.43,-7.35,-14.2,-1.13,2.05,-1.91,-8.88,4.76
13,00909,國泰數位支付服務,47.81,-1.33,-2.71,09/10,-0.25,0.01,0.15,2.43,3.12,3.81,7.05,53.5,53.7,70.9,,74.6
14,2455,全新,532.0,-1.0,-0.19,09/10,0.07,0.69,1.67,2.43,6.55,6.59,7.67,6.24,10.9,-1.76,17.0,4.49
15,3006,晶豪科,312.0,5.5,1.79,09/10,0.26,1.44,0.61,2.07,0.41,1.6,11.7,16.2,33.1,33.1,34.4,18.5
16,6218,豪勉,46.15,-0.75,-1.6,09/10,0.16,-0.05,1.24,2.02,5.55,7.4,7.48,6.81,5.83,6.22,6.38,6.56
17,6834,天二科技,105.5,4.5,4.46,09/10,0.38,0.45,0.61,1.97,1.16,-0.58,-2.96,1.56,1.84,2.04,,2.02
18,00715L,期街口布蘭特正2,63.0,2.3,3.79,09/10,-0.83,-0.25,-0.04,1.88,9.95,16.4,18.0,15.0,109.0,328.0,,44.7
19,00714,群益道瓊美國地產,21.21,-0.14,-0.66,09/10,1.87,1.87,1.87,1.85,2.04,-0.74,6.24,18.9,27.7,27.2,,25.4
20,3229,晟鈦,61.4,0.7,1.15,09/10,-0.68,1.52,1.64,1.82,1.62,-0.23,0.64,1.55,1.85,2.03,2.76,1.49
21,2344,華邦電,179.5,-3.5,-1.91,09/10,-0.12,-1.41,0.64,1.82,-0.09,2.16,-2.77,-0.14,4.68,-2.48,-1.82,-1.53
22,00663L,國泰臺灣加權正2,107.1,-1.25,-1.15,09/10,0.04,0.28,0.22,1.81,2.15,2.31,4.56,17.6,22.3,24.6,41.1,19.5
23,00913,兆豐台灣晶圓製造,49.67,-0.24,-0.48,09/10,-0.27,-0.26,-0.22,1.75,2.66,2.91,3.86,4.16,4.44,6.58,,4.57
24,8227,巨有科技,217.5,19.5,9.85,09/10,0.78,1.53,1.68,1.68,1.38,-0.52,-1.17,0.2,0.57,-1.21,,-0.88
25,00947,台新臺灣IC設計,38.14,-0.19,-0.5,09/10,0.11,0.08,0.6,1.6,1.94,2.58,3.23,7.44,14.7,,,8.85
26,00733,富邦臺灣中小,67.65,-0.1,-0.15,09/10,0.04,0.16,0.38,1.57,1.32,1.65,5.18,28.2,54.2,35.0,,49.4
27,8096,擎亞,91.8,-8.1,-8.11,09/10,0.85,1.06,1.02,1.57,1.03,2.04,-5.04,0.88,-0.18,0.91,0.83,10.9
28,3680,家登,535.0,-31.0,-5.48,09/10,-0.86,1.07,1.16,1.47,3.11,4.31,5.82,7.75,15.5,10.9,23.2,13.7
29,2472,立隆電,217.0,2.0,0.93,09/10,0.49,0.72,0.93,1.43,0.83,1.09,1.93,2.05,1.23,8.43,7.48,2.57
30,009824,群益美國科技巨頭,10.07,0.0,0.0,09/10,-0.18,0.01,0.08,1.39,1.44,2.44,,,,,,
31,7828,創新服務,2055.0,-25.0,-1.2,09/10,-0.02,0.37,1.19,1.37,1.64,1.81,4.64,,,,,
32,6224,聚鼎,89.0,4.5,5.33,09/10,0.55,0.84,0.25,1.35,1.12,2.82,3.43,3.61,2.62,3.74,0.09,4.18
33,00403A,主動統一升級50,10.34,-0.01,-0.1,09/10,0.0,0.43,0.39,1.35,4.15,6.52,8.02,,,,,
34,2408,南亞科,515.0,-8.0,-1.53,09/10,-0.08,-0.22,0.88,1.34,-0.77,1.56,2.48,3.77,6.62,-0.75,-3.0,2.72
35,00409A,主動復華全球50,9.81,-0.04,-0.41,09/10,0.22,0.52,0.88,1.33,,,,,,,,
36,6274,台燿,1395.0,50.0,3.72,09/10,0.07,0.78,0.64,1.3,1.98,-0.12,-0.97,2.52,3.67,5.25,5.68,7.24
37,6620,漢達,126.5,-5.5,-4.17,09/10,0.0,-0.02,0.46,1.27,1.6,1.48,1.0,0.02,,,,-0.1
38,00735,國泰臺韓科技,107.0,-0.05,-0.05,09/10,-0.02,-0.06,-0.18,1.25,1.7,2.81,-5.54,-12.4,-15.9,-15.0,,-18.7
39,3016,嘉晶,110.0,10.0,10.0,09/10,1.56,1.24,1.2,1.22,0.68,0.49,-0.66,3.04,5.01,4.39,4.94,5.22
40,6449,鈺邦,226.5,1.0,0.44,09/10,0.51,0.95,0.64,1.21,-0.57,-1.62,-1.28,2.96,0.42,3.52,6.11,3.44
41,00411A,主動統一前沿科技,9.89,-0.06,-0.6,09/10,-0.4,-0.14,0.37,1.2,1.22,,,,,,,
42,00410A,主動永豐科技趨勢,11.95,-0.1,-0.83,09/10,0.24,1.12,2.26,1.18,-2.27,-1.55,,,,,,
43,3374,精材,488.0,9.5,1.99,09/10,0.16,0.25,0.42,1.17,5.1,2.74,6.5,-0.13,11.4,6.36,12.3,7.72
44,00888,永豐台灣ESG,34.6,-0.07,-0.2,09/10,0.03,0.09,0.22,1.17,1.67,1.95,1.4,6.89,7.42,15.4,,7.08
45,4590,富田-創,92.0,-1.4,-1.5,09/10,0.0,1.12,1.07,1.16,0.98,2.71,4.8,6.65,,,,
46,4961,天鈺,172.5,-4.5,-2.54,09/10,-0.13,-0.09,1.1,1.15,0.85,1.24,4.3,5.12,6.16,3.0,,4.28
47,5314,世紀*,46.8,4.25,9.99,09/10,0.49,0.65,0.72,1.14,1.66,1.48,1.35,0.64,-1.49,-1.01,-1.04,1.03
48,6416,瑞祺電通,110.5,5.0,4.74,09/10,-0.1,-0.11,0.72,1.06,0.68,1.22,3.08,4.84,2.96,7.86,,4.18
