排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2884,玉山金,44.25,-1.3,-2.85,09/09,7757,-21505,-34937,-75405,-135442,-95005,-148116.0,-167789.0,75013.0,-118244.0
2,2845,遠東銀,13.55,-0.15,-1.09,09/09,-2249,-14100,-25235,-36644,-31503,-33713,-49095.0,-1639.0,18015.0,17582.0
3,1101,台泥,24.75,0.45,1.85,09/09,-17,-947,-5707,-36156,-383684,-349267,-251754.0,64561.0,81335.0,135433.0
4,2344,華邦電,183.0,-5.0,-2.66,09/09,-18713,-32392,-39292,-27554,10475,-14560,-73152.0,45982.0,-11602.0,60316.0
5,2880,華南金,44.35,-0.8,-1.77,09/09,-1172,-14911,-14938,-25469,-44032,-31120,165453.0,277787.0,299211.0,273538.0
6,2834,臺企銀,17.95,0.25,1.41,09/09,-4025,-8324,-10304,-25296,-355727,-241755,-204122.0,22374.0,53769.0,67487.0
7,2609,陽明,58.5,1.2,2.09,09/09,772,1188,1237,-22717,-59425,-71845,-109132.0,-135205.0,-188889.0,-179907.0
8,009816,凱基台灣TOP50,16.11,-0.01,-0.06,09/09,-190,-15449,-15459,-16117,-39750,-64670,-93980.0,-408.0,,
9,2812,台中銀,19.15,-0.25,-1.29,09/09,753,-8082,-6969,-15713,-19075,-1081,-72920.0,26030.0,65630.0,58732.0
10,00878,國泰永續高股息,34.13,0.06,0.18,09/09,174,-6331,-11726,-12926,-20743,-11609,-10862.0,53393.0,3876.0,44333.0
11,2408,南亞科,523.0,-8.0,-1.51,09/09,-3519,-7357,-7040,-12419,-16527,-45898,3570.0,12964.0,-17788.0,11227.0
12,5876,上海商銀,47.5,-1.25,-2.56,09/09,-5059,-5281,-7052,-11947,-5500,-16951,-25209.0,51727.0,50983.0,60607.0
13,2409,友達,30.5,0.9,3.04,09/09,-11039,-11329,-10452,-11279,-11329,9167,-11329.0,23197.0,502971.0,511781.0
14,1815,富喬,126.0,-2.0,-1.56,09/09,480,-2862,-4815,-8970,-30885,-43899,-45505.0,-16801.0,-21169.0,-13740.0
15,2886,兆豐金,50.3,-0.3,-0.59,09/09,1504,-543,-1937,-8476,-69603,-128071,-2142.0,8262.0,-19021.0,24760.0
16,2382,廣達,342.0,14.0,4.27,09/09,-1693,-957,-1241,-7026,-20926,-169724,-141804.0,-26337.0,-54021.0,-42658.0
17,2610,華航,20.45,-0.15,-0.73,09/09,-77,-2264,-5977,-6846,-10891,-11992,-30895.0,-142508.0,-116020.0,-140825.0
18,2354,鴻準,64.5,0.0,0.0,09/09,-1130,-208,-424,-6638,-12955,-35606,-34558.0,-6340.0,3743.0,-1358.0
19,3481,群創,50.1,1.3,2.66,09/09,-5724,-4702,-125,-6584,-7047,-7201,99946.0,32927.0,505439.0,385234.0
20,2371,大同,28.05,0.25,0.9,09/09,-1341,-5017,-5596,-6180,-11254,-16166,-21587.0,48852.0,97878.0,73326.0
21,1216,統一,76.0,-0.7,-0.91,09/09,439,-1605,-2555,-5986,-21749,-103796,-113589.0,-56048.0,60934.0,-14322.0
22,0056,元大高股息,55.75,0.0,0.0,09/09,-1414,-5120,-5039,-5985,-9780,-27120,-68994.0,-53602.0,45914.0,-109842.0
23,2889,國票金,16.7,0.1,0.6,09/09,-664,-944,-1174,-5803,-7150,-13698,-27506.0,-8880.0,-49051.0,-9831.0
24,00984D,主動聯博全球非投,9.83,0.01,0.1,09/09,202,343,471,-5759,-265,13916,21314.0,26701.0,,
25,2377,微星,156.5,4.0,2.62,09/09,432,-4372,-4031,-5684,-8463,-20355,-17868.0,14756.0,34036.0,27003.0
26,2883,凱基金,36.75,-0.55,-1.47,09/09,7386,7008,1752,-5379,-18406,-25283,-88427.0,49871.0,-19162.0,50878.0
27,2353,宏碁,31.8,0.75,2.42,09/09,-3848,-2460,-3692,-5204,-18854,-32052,-61998.0,-61952.0,20478.0,58897.0
28,1326,台化,71.8,1.2,1.7,09/09,-385,-2171,-3002,-4566,-25885,-22562,-38736.0,-97976.0,-157389.0,-101204.0
29,8069,元太,149.5,2.5,1.7,09/09,-419,-1044,-3396,-4374,2609,21117,49539.0,59501.0,69967.0,62592.0
30,0050,元大台灣50,109.65,0.0,0.0,09/09,-4428,-4362,-4387,-4317,-6008,-25254,55855.0,-30298.0,45483.0,66041.0
31,5880,合庫金,26.85,0.0,0.0,09/09,1053,-3441,-2285,-4302,-5841,-14636,-106933.0,-5636.0,-3306.0,18029.0
32,2885,元大金,69.7,-0.9,-1.27,09/09,-421,-432,90,-4242,-13363,-1835,-30846.0,6478.0,-2503.0,9658.0
33,00981A,主動統一台股增長,29.92,0.19,0.64,09/09,1293,668,-530,-4139,-35739,-89647,-275125.0,-87667.0,38383.0,24826.0
34,3711,日月光投控,640.0,22.0,3.56,09/09,-3525,-4640,-4082,-4106,-6466,1129,-31622.0,-2477.0,-91753.0,-3095.0
35,1605,華新,38.35,0.25,0.66,09/09,445,-1435,-2783,-3796,-23475,-87897,-63854.0,-108374.0,-70375.0,-176453.0
36,6770,力積電,72.4,0.0,0.0,09/09,-11172,-12090,-13317,-3721,-24711,-76930,-215573.0,75125.0,-27734.0,44389.0
37,6269,台郡,69.3,3.5,5.32,09/09,-200,-2145,-2502,-3583,-7484,-13282,106.0,5124.0,4933.0,5293.0
38,1301,台塑,66.7,1.6,2.46,09/09,-162,-2466,-2562,-3491,-11169,-12305,-117065.0,-192104.0,-217158.0,-205452.0
39,5483,中美晶,181.0,1.0,0.56,09/09,536,-1658,-1797,-3487,3307,14862,30174.0,22673.0,30978.0,23869.0
40,1102,亞泥,35.4,0.2,0.57,09/09,-421,-862,-3226,-3449,-10161,-24538,-28741.0,-69556.0,6586.0,-6165.0
41,2892,第一金,37.8,-0.05,-0.13,09/09,-125,-2075,-2220,-3442,-5881,-30243,-19395.0,6765.0,6160.0,1716.0
